ENZYME	Cortex_1	Cortex_2	Cortex_3	PDGFRA_4	PDGFRA_5	PDGFRA_6	PDGFRA_7	NTRK_8	NTRK_9	NTRK_10
CAMK2A	-79.0767886977329	-80.2316664421739	-77.4616189440478	-72.0754095572049	-70.9965656346382	-70.0815834770263	-64.9000588907183	-69.611984403475	-62.3105450759765	-64.5629749289421
CSNK1D	-5.95972913680456	-5.76753007676863	-5.58780679461814	-4.58571997830351	-4.48381086126019	-4.18532511101941	-4.53610039192206	-4.2868665757158	-3.93492543073877	-4.51266171959416
CDK2	77.7117219070033	80.8629110812649	79.8853274673324	58.7808976747738	59.7624200316256	57.806073773187	46.8983943843891	73.80963936103	65.0963564466337	51.6557532300821
PDPK1	2.66661445038064	2.88338944220745	2.74241504080498	2.74739843689296	3.13400977272863	2.91157532709476	2.23536709211744	3.64134240123346	3.09425323281487	2.72587751415907
PRKCD	-8.71869176779284	-8.7439442413064	-8.91660357803289	-7.96862285656435	-7.29174445043095	-7.67192363578676	-6.61763662458554	-7.3696607401407	-6.43474618346201	-7.10278303443985
CAMK2D	-30.9126806157328	-31.0176806109148	-31.0113189299848	-26.4729426916461	-27.0063395552052	-25.7878473008849	-27.9505009805132	-24.603890458931	-24.2571498142098	-26.4769363217312
ATM	-2.20218690795514	-2.14061080083969	-2.08148150455885	-2.02390110595633	-2.332872311575	-1.54505163776962	-1.17581750006743	-3.05590622097071	-2.73718762926739	-1.32890579331753
AURKB	19.846494019942	19.7206584984626	20.252703374969	23.1944711992762	22.775191551542	23.4999328839248	23.3266997933095	22.9525384134771	24.1676906850265	22.5681699892885
GSK3A	3.84298953714059	4.22718086984548	3.85807352637127	8.14447350769534	8.20705924605225	7.70384333914864	8.05970534737571	8.60809662187606	7.61537927681926	10.146392947629
MAP2K1	-25.0852431334999	-24.4765079707615	-25.3182462226144	-23.1918515407695	-23.451224869294	-23.5336414431453	-22.5530433819053	-22.4410926599082	-22.1740297506497	-22.9291919911243
PRKCZ	-10.0348657970461	-10.0087773998764	-9.66341735188653	-6.85619340786338	-7.24806237751103	-7.02594832669351	-6.11765165306418	-6.64820839979568	-6.95757536518579	-6.62860273619124
HCK	-0.546670084731788	-0.482278524147915	-0.450391987461818	-0.28137203676557	-0.788120649120426	-0.351379973384925	0.542068986411655	-0.667345987682229	0.826836450769388	0.110981086080822
CHUK	-3.13409928001167	-2.81433304259044	-3.05371344255549	-3.07331809456452	-2.80943738330427	-2.86227550277367	-2.51736140828309	-3.11586283172939	-3.01255149335007	-2.63326930342788
MAPK8	-43.9815577874496	-45.738413722832	-42.2177502454948	-19.9148894960754	-21.6356540863783	-20.5635666587351	-18.332538903612	-25.5522668724262	-28.9617179694986	-11.6163543854907
PRKG2	-4.43460564135244	-3.86818904482432	-4.20188164501399	-3.98599727523921	-3.67025911746811	-2.93944263146354	-4.17500331312676	-2.18530357480256	-3.96724433828911	-2.68411342513737
LYN	-1.55636249822504	-1.26100550582788	-1.41876937687922	-1.95732588171255	-1.64009030909385	-1.44817489284844	-0.615580280736653	-1.72496358921669	-2.24591757502662	-1.18124993496381
