ENZYME	Cortex_1	Cortex_2	Cortex_3	PDGFRA_4	PDGFRA_5	PDGFRA_6	PDGFRA_7	NTRK_8	NTRK_9	NTRK_10
CAMK2A	-1.111707667167	-1.12794361281273	-1.08900066769827	-1.01327819121774	-0.998111173434828	-0.985247820019879	-0.912402921977401	-0.978645922052614	-0.875998024794648	-0.907663998824894
CSNK1D	-1.24575038242596	-1.20557539342134	-1.16800819156863	-0.958543968280571	-0.937242107304137	-0.874850221871822	-0.948172084375852	-0.896075233206051	-0.822509672442724	-0.943272745102911
CDK2	1.19140512411104	1.23971627765556	1.22472885879126	0.901175021876086	0.916222825948452	0.886229912400242	0.719003337089948	1.13158195939542	0.997997866065667	0.791938816666328
PDPK1	0.926479036817352	1.00179456869153	0.952814924255639	0.954546337661506	1.08886920461986	1.01158737225131	0.77664798904189	1.26513504797643	1.07505633384612	0.947069184838356
PRKCD	-1.13470915272864	-1.13799567937599	-1.16046672605427	-1.03709014274228	-0.948996637067361	-0.998475711771406	-0.861263713334649	-0.959137186754748	-0.837461121957803	-0.924403928212838
CAMK2D	-1.12206842110726	-1.12587971072898	-1.12564879444691	-0.960914822539219	-0.980276060859416	-0.936047231372505	-1.01454723044626	-0.893071968216767	-0.880485976966368	-0.961059783316311
ATM	-1.06778282555138	-1.03792618195556	-1.00925593292831	-0.981336703868295	-1.13114875922006	-0.749155122773998	-0.570123148048579	-1.48172898833463	-1.32719068044834	-0.644351656870847
AURKB	0.892761483442806	0.887100982060906	0.911034134824852	1.04336466152311	1.02450406478938	1.05710534672665	1.04931274462757	1.03248171804068	1.08714331940298	1.01519154456106
GSK3A	0.545776907256335	0.600339313771337	0.547919117874356	1.15666866102594	1.16555701484233	1.09409087664504	1.14462998542562	1.22251187682048	1.08152731333714	1.44097893300141
MAP2K1	-1.06675775662092	-1.04087110473067	-1.07666628536456	-0.98624069098528	-0.997270622351369	-1.00077541275591	-0.959075175593043	-0.954314436364238	-0.942957503188782	-0.97507101204522
PRKCZ	-1.30003322106457	-1.29665342668657	-1.25191146952482	-0.888231031738366	-0.938998295511464	-0.910223058177151	-0.792551743564437	-0.861286234922948	-0.901365229564357	-0.85874628924532
HCK	-1.08306282031582	-0.955490254780755	-0.892316645472516	-0.557454304174777	-1.56142469987963	-0.696154034409057	1.07394712391623	-1.32214592993538	1.6381284495375	0.219875737578326
CHUK	-1.07974758254326	-0.969582973516185	-1.05205336933898	-1.05880748710046	-0.967896340194482	-0.986099921723336	-0.867271471684603	-1.0734648329595	-1.03787241616026	-0.907203604778931
MAPK8	-1.57914667297959	-1.64222613957491	-1.51581761071412	-0.715039054379692	-0.776822670387339	-0.738329643317046	-0.658225157844885	-0.917447658713738	-1.03986313527889	-0.417082256809787
PRKG2	-1.22801305064115	-1.07116325859873	-1.16356806323663	-1.10378623708263	-1.01635330399096	-0.813978559759226	-1.1561250243271	-0.605145423630474	-1.09859324966165	-0.743273829071435
LYN	-1.03416639709062	-0.837908599160353	-0.94273899330202	-1.30059716636156	-1.08980156473391	-0.962278269363451	-0.409038666618789	-1.14619786984535	-1.49235958163774	-0.784912891886201
